Freq_Thz,S11-db,VSWR,W1
1.1,-0.947693698,18.34876529,30
1.12,-0.997167486,17.44025451,30
1.14,-1.053220665,16.51416424,30
1.16,-1.117118621,15.57195301,30
1.18,-1.190450792,14.61544139,30
1.2,-1.275233019,13.64689593,30
1.22,-1.374052577,12.66908719,30
1.24,-1.490275578,11.68533803,30
1.26,-1.628347727,10.69957421,30
1.28,-1.794237458,9.716388253,30
1.3,-1.996099895,8.741128586,30
1.32,-2.24528739,7.780031015,30
1.34,-2.557906305,6.840416473,30
1.36,-2.957223078,5.930989865,30
1.38,-3.477318251,5.062286356,30
1.4,-4.168250868,4.247318413,30
1.42,-5.101634,3.502473217,30
1.44,-6.368884079,2.848727972,30
1.46,-8.037246595,2.313472782,30
1.48,-9.945945607,1.933419578,30
1.5,-11.28022194,1.750618497,30
1.52,-11.1826483,1.762330325,30
1.54,-10.38172728,1.867922786,30
1.56,-9.850772597,1.948581037,30
1.58,-9.834947417,1.951133522,30
1.6,-10.21212553,1.89267498,30
1.62,-10.68214504,1.826228092,30
1.64,-10.84137303,1.805177668,30
1.66,-10.44178129,1.859373121,30
1.68,-9.624732135,1.985919608,30
1.7,-8.714623825,2.1578837,30
1.72,-7.94465177,2.336959992,30
1.74,-7.422665383,2.481093163,30
1.76,-7.182107059,2.555024559,30
1.78,-7.194852922,2.550976085,30
1.8,-7.326175751,2.510130478,30
1.82,-7.309354305,2.515275811,30
1.84,-6.925968761,2.639718922,30
1.86,-6.249723578,2.89850646,30
1.88,-5.514750678,3.25517106,30
1.9,-4.873069253,3.657872358,30
1.92,-4.367239028,4.061197205,30
1.94,-3.990042624,4.43007673,30
1.96,-3.724068319,4.735971853,30
1.98,-3.55668983,4.952311321,30
2,-3.479438921,5.059281889,30
2.02,-3.460296189,5.086537617,30
2.04,-3.397978646,5.177421659,30
2.06,-3.23820045,5.426631688,30
2.08,-3.079857162,5.699423134,30
2.1,-2.983962528,5.878859543,30
2.12,-2.946029009,5.953097179,30
2.14,-2.951981994,5.941319476,30
2.16,-2.993092511,5.861275424,30
2.18,-3.065529777,5.725511734,30
2.2,-3.168658466,5.543043126,30
2.22,-3.304057847,5.320956972,30
2.24,-3.475117245,5.065408569,30
2.26,-3.68697628,4.782195092,30
2.28,-3.946686138,4.477082073,30
2.3,-4.263541396,4.15597835,30
2.32,-4.649571551,3.825004519,30
2.34,-5.120201669,3.490475166,30
2.36,-5.695094659,3.15880923,30
2.38,-6.399153381,2.836391314,30
2.4,-7.2635122,2.529426011,30
2.42,-8.325828635,2.243856138,30
2.44,-9.627406887,1.985466475,30
2.46,-11.19844204,1.76041887,30
2.48,-13.00167379,1.576751698,30
2.5,-14.75879422,1.447487327,30
2.52,-15.70545098,1.392218739,30
2.54,-15.1581294,1.423125782,30
2.56,-13.62322551,1.526438213,30
2.58,-11.92612599,1.678574281,30
2.6,-10.41805109,1.862738345,30
2.62,-9.173326924,2.066559353,30
2.64,-8.188579585,2.276309211,30
2.66,-7.447928827,2.473622111,30
2.68,-6.93714879,2.635884512,30
2.7,-6.645152013,2.74048524,30
2.72,-6.564449813,2.771119033,30
2.74,-6.692640971,2.722820628,30
2.76,-7.033029748,2.603527107,30
2.78,-7.589463729,2.432741916,30
2.8,-8.345439425,2.23931271,30
2.82,-9.211556225,2.059394338,30
2.84,-9.946837777,1.93327897,30
2.86,-10.18892355,1.896132565,30
2.88,-9.778521412,1.960308921,30
2.9,-8.962150911,2.107340959,30
2.92,-8.077693644,2.303393881,30
2.94,-7.302801201,2.517287061,30
2.96,-6.68087153,2.727173997,30
2.98,-6.199634793,2.92002685,30
3,-5.833559396,3.089006892,30
3.02,-5.558834682,3.231018702,30
3.04,-5.356888046,3.345029695,30
3.06,-5.214333791,3.43100126,30
3.08,-5.12203834,3.48929321,30
3.1,-5.073859746,3.520589,30
3.12,-5.065308503,3.526207692,30
3.14,-5.092534114,3.508386242,30
3.16,-5.151828814,3.470243175,30
3.18,-5.239509313,3.415467849,30
3.2,-5.351971942,3.347915913,30
3.22,-5.48582011,3.271239345,30
3.24,-5.638045892,3.188602099,30
3.26,-5.806266495,3.102492656,30
3.28,-5.988999838,3.014632206,30
3.3,-6.185939489,2.925974215,30
3.32,-6.398172543,2.836789157,30
3.34,-6.628281464,2.746824528,30
3.36,-6.880282658,2.655524179,30
3.38,-7.159375256,2.56228267,30
3.4,-7.471495241,2.466701209,30
3.42,-7.822686931,2.3688047,30
3.44,-8.218316512,2.269178987,30
3.46,-8.662167457,2.16899725,30
3.48,-9.155486217,2.069925451,30
3.5,-9.696101503,1.973923075,30
3.52,-10.27783764,1.882976721,30
3.54,-10.8905902,1.798811065,30
3.56,-11.52158901,1.72261457,30
3.58,-12.15836792,1.654809491,30
3.6,-12.79349741,1.594903175,30
3.62,-13.430098,1.541479011,30
3.64,-14.08606814,1.49239476,30
3.66,-14.79463838,1.445234232,30
3.68,-15.59861879,1.398038644,30
3.7,-16.53148331,1.350403333,30
3.72,-17.56251635,1.305198594,30
3.74,-18.4610596,1.27113811,30
3.76,-18.66085247,1.264158233,30
3.78,-17.69687718,1.299811575,30
3.8,-15.94654373,1.379444636,30
3.82,-14.09571011,1.49171416,30
3.84,-12.49390171,1.622276495,30
3.86,-11.20650772,1.75944507,30
3.88,-10.17701684,1.897913724,30
3.9,-9.326201604,2.038291717,30
3.92,-8.597734178,2.182849084,30
3.94,-7.962199749,2.332463973,30
3.96,-7.405722073,2.486134016,30
3.98,-6.920915057,2.641456469,30
4,-6.502734692,2.795083078,30
4.02,-6.147029961,2.943021861,30
4.04,-5.850149075,3.080873494,30
4.06,-5.608904713,3.204062742,30
4.08,-5.420642917,3.308088652,30
4.1,-5.283317995,3.388801208,30
4.12,-5.195538056,3.442699408,30
4.14,-5.156579011,3.467226516,30
4.16,-5.16638281,3.461018568,30
4.18,-5.225558837,3.424056311,30
4.2,-5.335398081,3.357686764,30
4.22,-5.497896392,3.26451083,30
4.24,-5.715778017,3.148159723,30
4.26,-5.992524138,3.012992355,30
4.28,-6.332444594,2.863742803,30
4.3,-6.740867248,2.705148858,30
4.32,-7.224511629,2.541613991,30
4.34,-7.791978356,2.376990377,30
4.36,-8.453933635,2.214586433,30
4.38,-9.222017615,2.057444942,30
4.4,-10.10506486,1.908776566,30
4.42,-11.10141798,1.772258814,30
4.44,-12.18695513,1.651956539,30
4.46,-13.29940362,1.551953637,30
4.48,-14.32341627,1.475963195,30
4.5,-15.09658199,1.426776719,30
4.52,-15.47258509,1.405034544,30
4.54,-15.42471591,1.407729233,30
4.56,-15.07323078,1.428171574,30
4.58,-14.59727474,1.457809087,30
4.6,-14.14599889,1.488182611,30
4.62,-13.81495082,1.512003158,30
4.64,-13.65921234,1.523691687,30
4.66,-13.70961627,1.519873871,30
4.68,-13.97977082,1.499973324,30
4.7,-14.46113715,1.466728729,30
4.72,-15.10625862,1.426200264,30
4.74,-15.80768169,1.386742056,30
4.76,-16.400177,1.356692589,30
4.78,-16.72622841,1.341308608,30
4.8,-16.73891954,1.340725382,30
4.82,-16.52217757,1.350844834,30
4.84,-16.20473804,1.366295991,30
4.86,-15.88347793,1.382738852,30
4.88,-15.60832479,1.397505753,30
4.9,-15.39628982,1.409339335,30
4.92,-15.24509067,1.418029652,30
4.94,-15.13941373,1.424232081,30
4.96,-15.05238999,1.429421004,30
4.98,-14.94656708,1.435831833,30
5,-14.77868083,1.446235633,30
5.02,-14.51123973,1.463422239,30
5.04,-14.12851304,1.489407109,30
5.06,-13.64639807,1.524667687,30
5.08,-13.10581221,1.567926239,30
5.1,-12.55306275,1.616749883,30
5.12,-12.02231936,1.668602344,30
5.14,-11.53059008,1.721596083,30
5.16,-11.08330682,1.774494968,30
5.18,-10.68278523,1.826142043,30
5.2,-10.33397138,1.874800847,30
5.22,-10.04618983,1.917793757,30
5.24,-9.832054937,1.951601039,30
5.26,-9.705025838,1.97243664,30
5.28,-9.676583256,1.977184556,30
5.3,-9.753723404,1.964378385,30
5.32,-9.937546099,1.934744734,30
5.34,-10.22360568,1.890970653,30
5.36,-10.60391884,1.836830349,30
5.38,-11.06922375,1.776239507,30
5.4,-11.60873192,1.712830033,30
5.42,-12.20432682,1.65023044,30
5.44,-12.81960771,1.592588475,30
5.46,-13.39378111,1.54436526,30
5.48,-13.85863645,1.508781066,30
5.5,-14.17810861,1.485943564,30
5.52,-14.36939948,1.472855932,30
5.54,-14.47812212,1.465604683,30
5.56,-14.53909593,1.461595927,30
5.58,-14.55576744,1.460506996,30
5.6,-14.49580528,1.46443785,30
5.62,-14.29482029,1.477907813,30
5.64,-13.87575186,1.50752535,30
5.66,-13.19322325,1.560645425,30
5.68,-12.27960431,1.642816067,30
5.7,-11.24365415,1.754980709,30
5.72,-10.21784753,1.891824967,30
5.74,-9.304945188,2.042161431,30
5.76,-8.557303383,2.191656015,30
5.78,-7.983410412,2.32705773,30
5.8,-7.564588618,2.439809078,30
5.82,-7.270529411,2.527247754,30
5.84,-7.069746664,2.591380861,30
5.86,-6.935360916,2.636496824,30
5.88,-6.847738773,2.666918165,30
5.9,-6.79497407,2.68563557,30
5.92,-6.771690853,2.693992381,30
5.94,-6.776782831,2.692159616,30
5.96,-6.811004239,2.679916903,30
5.98,-6.875207885,2.65729345,30
6,-6.969507408,2.624859457,30
6.02,-7.093076459,2.583732064,30
6.04,-7.243871515,2.535546533,30
6.06,-7.417346321,2.482673024,30
6.08,-7.603500556,2.428775659,30
6.1,-7.783058569,2.379380946,30
6.12,-7.926853653,2.341541833,30
6.14,-8.004884449,2.321615563,30
6.16,-8.003279503,2.322021225,30
6.18,-7.930812674,2.340520746,30
6.2,-7.805132547,2.373475586,30
6.22,-7.637543713,2.419220764,30
6.24,-7.431511999,2.478470862,30
6.26,-7.188861135,2.55287737,30
6.28,-6.914935525,2.643515782,30
6.3,-6.620281041,2.74984261,30
6.32,-6.319338426,2.869187389,30
6.34,-6.027441793,2.996852917,30
6.36,-5.757945404,3.126693904,30
6.38,-5.520928451,3.251762416,30
6.4,-5.323574535,3.36469549,30
6.42,-5.171233391,3.457956049,30
6.44,-5.068171103,3.524324617,30
6.46,-5.017715322,3.557839124,30
6.48,-5.022113836,3.554889934,30
6.5,-5.082572492,3.514884184,30
6.52,-5.199725674,3.440085566,30
6.54,-5.374462195,3.334756542,30
6.56,-5.608704865,3.204169344,30
6.58,-5.90547482,3.054091691,30
6.6,-6.267482221,2.890962651,30
6.62,-6.693538467,2.722489314,30
6.64,-7.172015384,2.558240765,30
6.66,-7.67111242,2.409887332,30
6.68,-8.129999163,2.290519204,30
6.7,-8.46509194,2.212082112,30
6.72,-8.607440805,2.180748017,30
6.74,-8.551250934,2.192982143,30
6.76,-8.357155393,2.236609299,30
6.78,-8.104718961,2.296719535,30
6.8,-7.850861944,2.36135444,30
6.82,-7.621412265,2.423737064,30
6.84,-7.419804494,2.481942602,30
6.86,-7.236897951,2.537728119,30
6.88,-7.058827056,2.594979235,30
6.9,-6.873811137,2.657780895,30
6.92,-6.677033553,2.728597098,30
6.94,-6.472099082,2.80715659,30
6.96,-6.269165974,2.890249712,30
6.98,-6.081251155,2.972358701,30
7,-5.920481053,3.046917112,30
1,-0.794864834,21.87026039,40
1.02,-0.825978553,21.04760253,40
1.04,-0.860840068,20.1965463,40
1.06,-0.89993582,19.32061859,40
1.08,-0.943931241,18.42175783,40
1.1,-0.993699276,17.50099123,40
1.12,-1.050355872,16.55909576,40
1.14,-1.115334039,15.59680031,40
1.16,-1.190480634,14.61507617,40
1.18,-1.27821216,13.6152031,40
1.2,-1.381740883,12.59888762,40
1.22,-1.505416655,11.5683876,40
1.24,-1.655261061,10.52663019,40
1.26,-1.839783662,9.477570352,40
1.28,-2.071373983,8.42630555,40
1.3,-2.368454077,7.380039151,40
1.32,-2.759091623,6.349048349,40
1.34,-3.286680637,5.348424283,40
1.36,-4.016562521,4.4018338,40
1.38,-5.037947979,3.544317005,40
1.4,-6.41681472,2.829249366,40
1.42,-7.964769878,2.331807251,40
1.44,-8.836911658,2.132529759,40
1.46,-8.418262483,2.222640313,40
1.48,-7.585154635,2.433962627,40
1.5,-7.128143972,2.572334341,40
1.52,-7.203077898,2.548371618,40
1.54,-7.76831032,2.383346425,40
1.56,-8.760799231,2.14822002,40
1.58,-10.06563059,1.914803302,40
1.6,-11.35322055,1.742005897,40
1.62,-11.94413097,1.67669369,40
1.64,-11.37348992,1.739636763,40
1.66,-10.09636632,1.910101472,40
1.68,-8.768006564,2.1467216,40
1.7,-7.6852146,2.405992242,40
1.72,-6.909853134,2.645269074,40
1.74,-6.402213336,2.835150971,40
1.76,-6.050072839,2.986495962,40
1.78,-5.701737509,3.155380217,40
1.8,-5.274025973,3.394419183,40
1.82,-4.80438705,3.707536845,40
1.84,-4.367571801,4.060900438,40
1.86,-4.00628882,4.412729846,40
1.88,-3.732202169,4.725960324,40
1.9,-3.54639355,4.9662959,40
1.92,-3.454007568,5.095558256,40
1.94,-3.470081224,5.072567459,40
1.96,-3.593250832,4.903310109,40
1.98,-3.681517863,4.789077052,40
2,-3.502706931,5.026558974,40
2.02,-3.205326759,5.481024728,40
2.04,-2.994534531,5.858508032,40
2.06,-2.882454816,6.081938713,40
2.08,-2.837153037,6.177304987,40
2.1,-2.836835423,6.177984457,40
2.12,-2.870272761,6.107284979,40
2.14,-2.932346012,5.980351362,40
2.16,-3.021384462,5.807467371,40
2.18,-3.13784146,5.596298564,40
2.2,-3.283783835,5.353031725,40
2.22,-3.462653957,5.0831641,40
2.24,-3.679268744,4.791918765,40
2.26,-3.9399127,4.484520616,40
2.28,-4.252458342,4.166387451,40
2.3,-4.626387935,3.843288725,40
2.32,-5.072653504,3.521380395,40
2.34,-5.602554733,3.207453761,40
2.36,-6.225556755,2.908844544,40
2.38,-6.943917175,2.633569476,40
2.4,-7.74235772,2.390363607,40
2.42,-8.571149366,2.188629879,40
2.44,-9.326923405,2.038160653,40
2.46,-9.856017337,1.947737096,40
2.48,-10.0185697,1.922064535,40
2.5,-9.79019443,1.958401199,40
2.52,-9.282227872,2.046318537,40
2.54,-8.652690259,2.171020666,40
2.56,-8.02464229,2.316635851,40
2.58,-7.469346706,2.467330264,40
2.6,-7.022185756,2.607140002,40
2.62,-6.701166706,2.719677083,40
2.64,-6.519524721,2.788516468,40
2.66,-6.493332167,2.798775943,40
2.68,-6.643656562,2.741045809,40
2.7,-6.986067797,2.619258687,40
2.72,-7.491954104,2.460730371,40
2.74,-8.029569605,2.315398069,40
2.76,-8.385820011,2.230029321,40
2.78,-8.445961002,2.216380144,40
2.8,-8.287269647,2.252856931,40
2.82,-8.042751748,2.312094585,40
2.84,-7.788923395,2.377808472,40
2.86,-7.548393332,2.444436854,40
2.88,-7.321268749,2.511628843,40
2.9,-7.103318463,2.580390908,40
2.92,-6.891579803,2.651595376,40
2.94,-6.684439279,2.725852633,40
2.96,-6.480445095,2.803855587,40
2.98,-6.277799805,2.886600219,40
3,-6.07514139,2.975117175,40
3.02,-5.873228237,3.069637789,40
3.04,-5.676080952,3.168669974,40
3.06,-5.489856481,3.268987007,40
3.08,-5.320074791,3.36677622,40
3.1,-5.169343356,3.45914866,40
3.12,-5.03758854,3.544556255,40
3.14,-4.923520243,3.622296397,40
3.16,-4.826276305,3.691551192,40
3.18,-4.746251246,3.750727328,40
3.2,-4.685258941,3.797220986,40
3.22,-4.64635153,3.827532881,40
3.24,-4.63349525,3.837663496,40
3.26,-4.651318214,3.823634538,40
3.28,-4.704977063,3.782055031,40
3.3,-4.800245415,3.710578287,40
3.32,-4.94376686,3.608228865,40
3.34,-5.143443924,3.475582077,40
3.36,-5.40879332,3.314886594,40
3.38,-5.751138197,3.130137121,40
3.4,-6.183472822,2.927048315,40
3.42,-6.719904495,2.712797631,40
3.44,-7.374595992,2.495458411,40
3.46,-8.159974148,2.283220764,40
3.48,-9.084079061,2.083542635,40
3.5,-10.14638212,1.90251783,40
3.52,-11.33144061,1.744562348,40
3.54,-12.59906516,1.612494377,40
3.56,-13.87234877,1.507774729,40
3.58,-15.03194583,1.430650825,40
3.6,-15.93878432,1.379848166,40
3.62,-16.50082734,1.351860191,40
3.64,-16.74105388,1.34062741,40
3.66,-16.790251,1.338378043,40
3.68,-16.80347352,1.337776392,40
3.7,-16.83276228,1.336448049,40
3.72,-16.69700692,1.342655847,40
3.74,-16.15332477,1.368871664,40
3.76,-15.28719813,1.415587951,40
3.78,-14.35799685,1.473624192,40
3.8,-13.51465149,1.534830786,40
3.82,-12.79647402,1.594638735,40
3.84,-12.1966357,1.650993948,40
3.86,-11.69287773,1.70354026,40
3.88,-11.25780082,1.753289318,40
3.9,-10.86221764,1.802473327,40
3.92,-10.47748026,1.854342667,40
3.94,-10.07874058,1.912793894,40
3.96,-9.649684755,1.981703089,40
3.98,-9.187139676,2.063963028,40
4,-8.702667696,2.160404004,40
4.02,-8.218790401,2.269065808,40
4.04,-7.76144109,2.385198892,40
4.06,-7.352752816,2.502051889,40
4.08,-7.007483689,2.612057113,40
4.1,-6.733209354,2.707937233,40
4.12,-6.532323014,2.783534757,40
4.14,-6.404209363,2.834342555,40
4.16,-6.346720091,2.857839159,40
4.18,-6.357279228,2.853490227,40
4.2,-6.433593549,2.822502243,40
4.22,-6.57429522,2.767339608,40
4.24,-6.779219981,2.691283431,40
4.26,-7.049342091,2.598114387,40
4.28,-7.385908916,2.492059781,40
4.3,-7.788703452,2.377867398,40
4.32,-8.254056207,2.260682396,40
4.34,-8.773636878,2.145552901,40
4.36,-9.335128538,2.036672324,40
4.38,-9.924192837,1.936856533,40
4.4,-10.52520292,1.847677505,40
4.42,-11.11926314,1.770063571,40
4.44,-11.68099818,1.704842478,40
4.46,-12.17840102,1.652808597,40
4.48,-12.57974001,1.614277641,40
4.5,-12.86760854,1.588361952,40
4.52,-13.052804,1.572397755,40
4.54,-13.17843047,1.561869536,40
4.56,-13.31257663,1.550886782,40
4.58,-13.53841205,1.532980382,40
4.6,-13.95112753,1.502039351,40
4.62,-14.66468413,1.453467418,40
4.64,-15.82723723,1.385704587,40
4.66,-17.64887693,1.301723635,40
4.68,-20.46363311,1.209461806,40
4.7,-24.85128249,1.121352496,40
4.72,-30.10956816,1.064465786,40
4.74,-27.05141816,1.092936238,40
4.76,-22.61883833,1.159758222,40
4.78,-19.76110145,1.229129041,40
4.8,-17.82040517,1.294953561,40
4.82,-16.42041424,1.355714861,40
4.84,-15.36996336,1.410837149,40
4.86,-14.56188316,1.460108301,40
4.88,-13.92920524,1.503627522,40
4.9,-13.42662356,1.541754335,40
4.92,-13.02257584,1.574966926,40
4.94,-12.69470851,1.603762151,40
4.96,-12.42593942,1.62870113,40
4.98,-12.20070459,1.650589885,40
5,-12.0032581,1.670563693,40
5.02,-11.81968908,1.689826371,40
5.04,-11.64347624,1.708975583,40
5.06,-11.481272,1.7271989,40
5.08,-11.35415942,1.741895947,40
5.1,-11.29178123,1.749246254,40
5.12,-11.32177681,1.745700236,40
5.14,-11.45981826,1.729653359,40
5.16,-11.70485881,1.702229982,40
5.18,-12.04222521,1.666561742,40
5.2,-12.45405991,1.626032919,40
5.22,-12.93179821,1.582767636,40
5.24,-13.48086256,1.53747559,40
5.26,-14.11041702,1.490678208,40
5.28,-14.81103878,1.444207808,40
5.3,-15.53162388,1.401739691,40
5.32,-16.17219056,1.367924113,40
5.34,-16.61333191,1.346547485,40
5.36,-16.78078966,1.338809306,40
5.38,-16.68923411,1.343015233,40
5.4,-16.41364438,1.356041592,40
5.42,-16.02691594,1.375293952,40
5.44,-15.56565802,1.399854525,40
5.46,-15.03255086,1.430614369,40
5.48,-14.41680785,1.46967763,40
5.5,-13.71637464,1.519364519,40
5.52,-12.95237349,1.580988256,40
5.54,-12.16918979,1.653727662,40
5.56,-11.42161328,1.734050336,40
5.58,-10.75847014,1.816050227,40
5.6,-10.21164841,1.892745906,40
5.62,-9.793612719,1.957843498,40
5.64,-9.499904289,2.007379192,40
5.66,-9.312188921,2.040840544,40
5.68,-9.199381795,2.06166904,40
5.7,-9.118700317,2.076911403,40
5.72,-9.022788815,2.095417961,40
5.74,-8.876822953,2.124418785,40
5.76,-8.675843007,2.166085897,40
5.78,-8.444128593,2.216792922,40
5.8,-8.216185268,2.269688167,40
5.82,-8.018682327,2.318135218,40
5.84,-7.864933839,2.357654763,40
5.86,-7.758215774,2.386069889,40
5.88,-7.696465086,2.402895698,40
5.9,-7.675603077,2.408645338,40
5.92,-7.691135166,2.404361484,40
5.94,-7.738765694,2.391338787,40
5.96,-7.814701496,2.370926697,40
5.98,-7.915340382,2.344517471,40
6,-8.036119092,2.313755298,40
6.02,-8.168757666,2.281092994,40
6.04,-8.296580674,2.250675228,40
6.06,-8.390263551,2.229013636,40
6.08,-8.41252483,2.223942639,40
6.1,-8.340641041,2.240422277,40
6.12,-8.189824181,2.276009672,40
6.14,-8.00289807,2.32211766,40
6.16,-7.816376499,2.370481209,40
6.18,-7.643821537,2.41746865,40
6.2,-7.481905812,2.463658595,40
6.22,-7.321669693,2.511506334,40
6.24,-7.156825055,2.56309997,40
6.26,-6.989048246,2.618253659,40
6.28,-6.831049837,2.672805433,40
6.3,-6.706458583,2.717730119,40
6.32,-6.645439525,2.740377497,40
6.34,-6.676764021,2.728697104,40
6.36,-6.819568879,2.676873096,40
6.38,-7.07836916,2.588547734,40
6.4,-7.44261589,2.475188817,40
6.42,-7.888741245,2.351427576,40
6.44,-8.381482807,2.231021819,40
6.46,-8.872897934,2.125212937,40
6.48,-9.301631714,2.04276639,40
6.5,-9.598580275,1.990364671,40
6.52,-9.704687536,1.972492933,40
6.54,-9.595505914,1.990888974,40
6.56,-9.293964516,2.044168041,40
6.58,-8.858914531,2.128048416,40
6.6,-8.359876301,2.235982627,40
6.62,-7.857357755,2.359644853,40
6.64,-7.395513551,2.489183003,40
6.66,-7.002317029,2.613790271,40
6.68,-6.691307685,2.723312987,40
6.7,-6.46316229,2.810701143,40
6.72,-6.308122937,2.873865297,40
6.74,-6.210086936,2.915506262,40
6.76,-6.151204427,2.941182121,40
6.78,-6.115356406,2.957066014,40
6.8,-6.090242479,2.968309717,40
6.82,-6.068739471,2.978013751,40
6.84,-6.049730739,2.986651922,40
6.86,-6.037304794,2.992329249,40
6.88,-6.038292411,2.991877125,40
6.9,-6.059506378,2.98220252,40
6.92,-6.106130539,2.961185322,40
6.94,-6.181297239,2.927996404,40
6.96,-6.2863119,2.883012421,40
6.98,-6.421184054,2.827488815,40
7,-6.585248261,2.763148894,40
1,-0.732843023,23.71869925,50
1.02,-0.756464255,22.97895504,50
